GEOID,ev_score
17031807100,37.84848982718549
17031030101,43.73344072103815
17031030701,44.75923043556793
17031070103,48.14059623966419
17031807200,38.515806473716545
17031803017,16.049938791105923
17031807300,38.00240520395611
17031807400,39.17313768762975
17031807500,39.56860993142266
17031807700,39.372978219937046
17031807900,41.277416779022516
17031808001,41.608990546924424
17031808002,42.388612033160925
17031808301,36.59784120964846
17031808302,37.62944711369548
17031808600,33.94012689397167
17031808702,36.760744206906935
17031770202,19.92414353060208
17031770602,29.663557330906343
17031806104,28.586863201370534
17031802506,21.487202009177565
17031802505,21.528288759108296
17031802404,17.241469143117033
17031804714,11.992750918565322
17031804403,0.1327796773473541
17031820604,28.885976765120073
17031824116,15.036679028507638
17031824114,13.57182469877786
17031823806,24.123519490274496
17031824003,11.697219851312282
17031824005,9.756561062244815
17031824122,12.077402214752498
17031841200,46.664391395889915
17031804406,0.13984284448657164
17031804716,11.24061091015368
17031806201,28.871140656220422
17031820606,26.16111122669256
17031804506,5.362324282486494
17031824119,8.706329387311886
17031831900,48.389985743157595
17031832600,48.52564845532893
17031836900,45.79250831858799
17031842300,47.297542948987044
17031839500,44.107623515792504
17031835800,41.85941448174915
17031838800,25.984395048525666
17031843400,42.75625642374264
17031842600,42.898359028278
17031841900,71.64771421785164
17031843200,46.56686955479542
17031803200,17.512427052477435
17031803300,19.01303671944599
17031808900,35.33752143313858
17031809000,36.106374743783405
17031301803,42.462776284961556
17031809100,36.33172071787888
17031809200,37.17317822264518
17031809300,36.55852166935186
17031320101,50.50609467723939
17031829904,9.667631891477235
17031804204,1.385015602182026
17031804316,4.4121411838103715
17031804514,2.2343410718711265
17031330103,46.39179956835538
17031380600,42.78134055674545
17031330102,46.928134689562974
17031330101,45.800918335475984
17031460800,31.061478120371305
17031806005,31.72573868804851
17031806006,31.20048093005766
17031804203,5.502958825334707
17031803614,13.896863105204895
17031803616,10.9277088321711
17031809402,37.60502051526717
17031828508,6.6382637426384035
17031828507,7.583093714156922
17031824126,10.26342112891369
17031824508,16.949149951747124
17031820203,22.801181360109315
17031824509,17.805184543521126
17031824127,10.219952679782493
17031824125,12.023953996456246
17031824124,12.816959788484168
17031824129,10.81798787126317
17031824128,9.307328668098922
17031829903,10.817456094617802
17031804313,0.0
17031804312,3.5903653127684954
17031820204,25.235876614035963
17031804314,3.8190475191866664
17031630600,40.68324470280735
17031490200,31.728993709749343
17031612200,41.555124733065206
17031844700,44.59597080359882
17031844600,42.11110819919025
17031803613,13.344105824294031
17031803615,9.482650368329137
17031804512,2.8077339397538097
17031804315,5.631461649681981
17031804513,2.6744661529278564
17031320102,47.24917052954787
17031809401,38.16162338343856
17031730202,32.22132514584049
17031220701,46.72241730991144
