GEOID,bike_km,bike_density,bike_score
53033023404,0.0,0.0,0.0
53033023403,0.0,0.0,0.0
53033025005,0.0,0.0,0.0
53033029102,0.0,0.0,0.0
53033030006,0.0,0.0,0.0
53033030314,0.0,0.0,0.0
53033030313,0.0,0.0,0.0
53033031604,0.0,0.0,0.0
53033004302,3.0156915971389515,9.107067945427906,40.65269159591493
53033010002,5.435242757743998,5.7329425191716625,25.591062410597033
53033025302,0.0,0.0,0.0
53033025006,0.0,0.0,0.0
53033001702,4.945921438052009,3.863332983031442,17.245384050346388
53033027701,0.0,0.0,0.0
53033029205,0.0,0.0,0.0
53033032011,0.0,0.0,0.0
53033032215,0.0,0.0,0.0
53033001701,1.9922160663423953,2.231507721365434,9.961141800431514
53033010401,4.079153467542508,2.5018753286559727,11.168025401451061
53033030005,0.0,0.0,0.0
53033010701,3.334662992479305,2.2823759206007987,10.188210405601307
53033011001,9.316845318068282,8.6235728394471,38.494436321072094
53033025601,0.0,0.0,0.0
53033025805,0.0,0.0,0.0
53033004301,1.5485524809157059,1.5813972934020273,7.05913877490749
53033010001,11.774615395975777,5.060106759293123,22.58761664682875
53033011002,6.930752886161291,4.030514987903585,17.99166139506149
53033031705,0.0,0.0,0.0
53033032213,0.0,0.0,0.0
53033002600,7.706261468598007,6.190779833854422,27.634784854135425
53033002900,0.9418520413257829,0.955023001637404,4.263090578132954
53033007403,0.8138546534235592,6.864613452354187,30.64268492076255
53033005100,3.23323062935717,3.6669096358497755,16.36857739829737
53033005600,10.717064176997054,2.3454662016141627,10.469836693239088
53033009200,5.154159098199121,10.447971887639484,46.638301316751665
53033009300,36.45866109089769,3.6158014874637407,16.140437693309355
53033001800,1.070976813028469,1.1320118213957329,5.053144187996765
53033001900,4.906779912889603,2.943000245606726,13.13714601321454
53033002000,2.504021722423915,2.2120460431564433,9.874267560894712
53033002100,0.10039911569790953,0.07352732097261236,0.3282157903383264
53033002400,1.3028898852757598,1.3535930224971442,6.042252020046089
53033009400,15.976571532920412,9.474295894626527,42.29194636524678
53033009500,23.567496127650937,4.274136294864669,19.079153211025687
53033029206,0.0,0.0,0.0
53033023702,0.0,0.0,0.0
53033004902,3.854143330047667,6.3191093621305825,28.20763011749805
53033007406,0.925761747566143,6.137799818687459,27.398289394758656
53033011601,1.946413752763126,1.1190281390714834,4.995186826036813
53033005803,4.040515096170042,4.855811847006911,21.67567241696766
53033023807,0.0,0.0,0.0
53033029208,0.0,0.0,0.0
53033000403,2.1171908538580104,2.891319603471482,12.906450775318826
53033025703,0.0,0.0,0.0
53033025704,0.0,0.0,0.0
53033011602,10.614649275117369,4.512682351381802,20.143989811029446
53033004901,0.06578022701553579,0.13231676569936127,0.5906437396951175
53033005804,14.61366529219993,4.170435455345964,18.616247007574348
53033008101,4.276996084713339,7.804776128343368,34.839441060719345
53033007901,1.0234396613259888,3.8298306584233526,17.095834307421427
53033008102,8.416632671924475,12.990087274006216,57.98595276971786
53033029207,0.0,0.0,0.0
53033007404,0.9489482608213055,6.1731241364285685,27.555972263006755
53033007101,1.723325727246882,3.4810865008767427,15.539088627299751
53033000404,3.1373757196551435,4.971937012516416,22.194039093078004
53033023701,0.0,0.0,0.0
53033007102,0.45381423992518427,1.351009861640648,6.0307211472919775
53033007405,0.0,0.0,0.0
53033023808,0.0,0.0,0.0
53033007902,3.7158829410111274,8.616722926535342,38.46385925733114
