GEOID,transit_score
17031807100,59.809684439771885
17031030101,73.03009724686397
17031030701,71.18939825102092
17031070103,67.30606981280278
17031807200,66.10904231287792
17031803017,27.835010199373556
17031807300,55.35020058719947
17031807400,65.7144209698487
17031807500,63.984927490160466
17031807700,65.11400579267412
17031807900,67.00730660711845
17031808001,70.50271125943006
17031808002,60.5265634725084
17031808301,57.75873241244876
17031808302,55.95328231360241
17031808600,57.49981121542134
17031808702,53.30764668049877
17031770202,35.99565571691954
17031770602,48.346097274626665
17031806104,45.44754546769953
17031802506,30.97994603595156
17031802505,29.68625170782767
17031802404,33.89801238421398
17031804714,29.94028156737626
17031804403,0.0
17031820604,54.75457149306459
17031824116,38.61225028395327
17031824114,33.81018535230646
17031823806,59.246771169245854
17031824003,38.1451333854819
17031824005,49.7843909406324
17031824122,22.93659668646312
17031841200,87.73255481804033
17031804406,19.463748287605842
17031804716,27.19806160084567
17031806201,54.894388765708456
17031820606,60.720838599233915
17031804506,0.5467584026345911
17031824119,28.57226356345284
17031831900,78.20849666515612
17031832600,71.33209893169575
17031836900,87.78403144861988
17031842300,82.63514864806963
17031839500,70.97289999551937
17031835800,75.65465359151808
17031838800,49.560711441835416
17031843400,97.77182268975398
17031842600,77.73949994168322
17031841900,88.44493498099946
17031843200,94.0525341647512
17031803200,30.748420029624437
17031803300,25.105105634083323
17031808900,57.5796353166453
17031809000,49.34893055429146
17031301803,100.0
17031809100,44.614399495489764
17031809200,61.988037275000146
17031809300,52.8414235304687
17031320101,68.50426765188801
17031829904,22.58426008563069
17031804204,0.4328182301723511
17031804316,12.763586309853572
17031804514,0.3776298942567129
17031330103,71.39397293314411
17031380600,79.48328267788466
17031330102,76.66251230961716
17031330101,80.23934949672407
17031460800,62.12631613173691
17031806005,40.008684748462
17031806006,53.71050075174162
17031804203,18.68364306076994
17031803614,17.221833832916822
17031803616,8.88938745947065
17031809402,60.945951404765964
17031828508,14.049813951019338
17031828507,20.654149182954306
17031824126,25.653592100666806
17031824508,29.38418018363132
17031820203,58.160248144857704
17031824509,38.69551444340743
17031824127,34.97978521216724
17031824125,33.95408458207817
17031824124,21.28278680028638
17031824129,21.485450728413092
17031824128,34.610052552497415
17031829903,31.424083123866417
17031804313,0.0
17031804312,7.370467593261534
17031820204,68.0170632565312
17031804314,12.580976003987157
17031630600,90.70891780789185
17031490200,63.489329745023824
17031612200,79.4778322917686
17031844700,93.45685900664495
17031844600,85.9611737694038
17031803613,0.34647433178846754
17031803615,11.821251447384372
17031804512,8.193330261740496
17031804315,1.8004270240719134
17031804513,10.967261304969263
17031320102,74.4800013043001
17031809401,62.564708400434235
17031730202,63.54603851883664
17031220701,90.52989864139987
17031063302,85.82127954501556
17031252201,99.80953898562788
17031660302,73.65257802730393
17031660301,67.72157534171265
17031835600,91.00036819960461
17031840000,80.59863073599497
17031813302,94.49148041892542
17031813702,99.96679682545673
17031813301,96.7484109992587
17031802403,30.83517807264664
17031803016,25.424344010553927
17031803701,18.343922590315213
17031804108,20.277010536640137
17031804715,27.792178288060015
17031836400,65.3221462475579
17031836100,80.08355076079272
17031834600,87.16851408323902
17031843600,62.0008260199958
17031061902,54.08312582390047
17031030102,70.96836583402316
17031030103,85.95402913684072
17031030706,60.54731215445963
17031030601,56.98056459622697
17031081202,82.21541806406763
17031063303,68.68981147335916
17031804610,29.626167170268275
17031770201,39.288711179261526
