percentile,n_deserts,pct_of_tracts,jaccard_vs_baseline,mean_median_income,mean_pct_nonwhite
0.2,223,20.0,0.7992831541218638,98044.68325791856,58.06848895490057
0.25,279,25.022421524663677,1.0,96008.91605839416,60.29176598810981
0.3,335,30.044843049327355,0.8328358208955224,93951.88449848024,62.825793395006464
