percentile,n_deserts,pct_of_tracts,jaccard_vs_baseline,mean_median_income,mean_pct_nonwhite
0.2,99,20.0,0.7983870967741935,158374.64285714287,38.71060799619346
0.25,124,25.050505050505052,1.0,157403.74796747966,39.19950864868334
0.3,149,30.1010101010101,0.8322147651006712,153895.97297297296,40.8800269907893
