variable,r,p_value,ci_low,ci_high,n
median_income,-0.14442237550946235,1.4785055832248057e-06,-0.20175491529761977,-0.0861034901080307,1102
pct_nonwhite,0.09718005756487239,0.0011758743995670389,0.03861365785682313,0.155081087731042,1112
pct_no_vehicle,0.40812115967281476,7.773953502785481e-46,0.35789834167123624,0.45598949411207357,1111
pct_renter,0.5348147972536443,3.286995525092425e-83,0.4914598692770848,0.5755254990581026,1111
