variable,r,p_value,ci_low,ci_high,n,method
median_income,-0.27165481954774606,8.338849993472254e-10,-0.35145388258309024,-0.18793692106439355,494,pearson
pct_nonwhite,0.10228106358712462,0.02299507037224177,0.014187099114903835,0.18879942456030166,494,pearson
pct_no_vehicle,0.6909082976686323,2.4795904624886474e-71,0.6418065426417683,0.734368119273567,494,pearson
pct_renter,0.6859304061920333,6.157364252981675e-70,0.6362080050776592,0.7299783741417655,494,pearson
