variable,r,p_value,ci_low,ci_high,n,method
median_income,-0.05728025815044039,0.03766685715221561,-0.11095358732084676,-0.00327375827867047,1317,spearman
pct_nonwhite,0.08197144975206802,0.0027952526868173628,0.028303877491008374,0.13516781200339809,1328,spearman
pct_no_vehicle,0.638257172840164,7.755085856255212e-153,0.6052448932996964,0.6690778517899412,1328,spearman
pct_renter,0.5944333705075773,1.0943624838375672e-127,0.5584995670538603,0.6281403416893784,1328,spearman
