GEOID,median_income,total_population,pct_nonwhite,pct_no_vehicle,pct_renter
17031071500,123663.0,5974,16.822899229996658,39.180672268907564,64.2594537815126
17031071600,242250.0,1814,13.175303197353916,15.143246930422919,37.653478854024556
17031071700,149821.0,1564,17.838874680306905,14.630467571644044,39.969834087481146
17031071800,232807.0,2773,24.305805986296424,18.256880733944953,42.201834862385326
17031080100,116983.0,6181,14.77107264196732,39.91655076495132,49.46685210941122
17031080201,118417.0,3416,11.738875878220146,41.40558848433531,39.33107535986452
17031080202,104129.0,4127,23.721831839108308,57.82241014799154,57.928118393234676
17031080300,157882.0,6063,31.815932706580895,31.99505867819642,58.02964793082149
17031080400,,5986,75.24223187437353,42.36691597008359,65.11218653761549
17031081000,81616.0,8442,30.407486377635628,67.36842105263158,87.66389658356417
17031081100,79683.0,4030,22.977667493796528,53.61338554645781,79.85048059807761
17031081201,134246.0,4564,18.602103418054337,51.2550881953867,53.73134328358209
17031081202,158100.0,3526,21.100397050482133,24.785100286532952,28.510028653295127
17031081300,115260.0,5768,33.47780859916782,46.48325979756034,47.080197248896965
17031081401,82365.0,2386,39.2707460184409,54.70588235294118,55.62091503267974
17031081402,166824.0,6138,42.831541218637994,34.195882025598216,68.80912632164718
17031081403,117550.0,9407,48.9954289358988,58.80633748654053,74.86540532225811
17031081500,141780.0,4978,46.94656488549618,42.64577893820714,45.314766463591525
17031081600,140323.0,4210,26.247030878859857,57.73158278628738,70.64186725018234
17031081700,134579.0,5211,32.45058530032623,61.064802366227475,77.27883839741865
17031081800,157238.0,12366,26.847808507197158,32.83116883116883,54.97402597402598
17031081900,238250.0,1284,32.009345794392516,22.69503546099291,52.76595744680851
17031090100,136463.0,3467,15.661955581194121,3.0833917309039944,8.969866853538893
17031090200,129787.0,6372,21.51600753295668,8.194864048338369,25.302114803625376
17031090300,117768.0,1364,18.328445747800583,3.0592734225621414,17.39961759082218
17031100100,109242.0,5582,23.109996417054823,0.0,20.89971883786317
17031100200,113767.0,7560,34.49735449735449,5.4416961130742045,35.86572438162544
17031100300,74250.0,6289,21.879472094132613,24.461766889383814,34.26132145508537
17031100400,144125.0,3403,28.445489274169855,7.813733228097869,1.499605367008682
17031100500,117583.0,5597,24.92406646417724,3.5500427715996574,8.896492728828058
17031100600,84896.0,4888,43.65793780687398,7.684040838259,22.29983879634605
17031100700,131932.0,5247,31.370306842004958,4.197271773347324,6.033578174186779
17031110100,94141.0,5763,43.01579038695124,4.989247311827957,36.21505376344086
17031110200,66429.0,2834,53.31686661961892,20.64896755162242,50.51622418879056
17031110300,122652.0,5064,36.61137440758294,3.932584269662921,15.168539325842698
17031110400,85825.0,4462,34.356790676826535,11.084103062712689,29.995138551288285
17031110501,104848.0,5077,55.99763639944849,4.540816326530613,38.826530612244895
17031110502,80762.0,3443,32.326459483009,20.75346992729676,32.12161269001983
17031120100,157543.0,4104,18.9327485380117,1.966101694915254,1.5593220338983051
17031120200,155481.0,4488,18.827985739750442,2.836074872376631,13.726602382302893
17031120300,137043.0,7093,21.584660933314538,7.134457075656606,7.448059584476676
17031120400,117404.0,3832,55.871607515657615,9.040444091990484,13.560666137985725
